,clean_tweets,label
3142, y am i not surprised ugly mike boogie has to buy pussy,0
3143, i read a black man tweet hot sauce is trash  watermelon is overrated i cant deal,0
3144, shut up bitch and focus on that l tomar,0
3145, lol true i just want fried oreos,0
3146, birds of a feather flock together ,0
3147,  as long as its not one of those special brownies right,0
3148, you want my pussy so bad,0
3149, speak english prude ass white bitch,0
3150, thirsty basic ass bitch,0
3151, pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs,0
3152, yooo i was thinking bout that the other day lol you only really speaking of one person my niggah,0
3153, ok u hav gun i love you and you are my superior at fighting games and you probably get more bitches too peace ,0
3154,    this is gobbledy gook to me because i dont have the game,0
3155, aoas you write back bitch lol,0
3156, bitch lol,0
3157, no bitch lol im not about that life anymore,0
3158, i need some red green  yellow pants  helly shis express,0
3159, khaye i cant see your freakin emojis im a basic bitch today,0
3160, dude tell me why thats so true my mom has this friends from texas trying to hype redskin football and shit,0
3161, becuz no man should celebrate his bday at a drreams ,1
3162,  nice account faggot,0
3163, pussy,0
3164, well ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so ,0
3165,   who can vouch for ya pussy tho k,0
3166, have u spent significant time in any ghetto or witnessed the years of terrorism committed by police in the black community,0
3167, what an unfounate clothing choice hoes with the crooked belly ring completes the dumb trash motif perfectly,0
3168, yall niccas bout to blow fool lol cant wait for the world to see this detroit shit nicca,0
3169, quit being a pussy,0
3170, ja zo denkt ieder wel t zijne over zaken he  je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuiting,0
3171,  khan has been facing nothing but trash since his l to garcia,0
3172, bitch dont even think about playin wit me,0
3173,  hoe dont make me put up screenshots of your texts to me hoe,1
3174,  shut up fuckin beaner,0
3175, just be a hoe then,0
3176,   im destroying this bitch dawg,0
3177,   i also like how im called the hoe when ive been saying stop,0
3178,  pussy ass bitch,0
3179, dont be a bitch smh,0
3180,   go back to mutt rev i style of course that would necessitate running over a dog and adopting it,0
3181, thats what i call a crash dummy hoe,0
3182, pom poms you make that shit yeahhhh,0
3183, the wasp of angry legend beat it into a squishy pulp,0
3184, jus wanted to let y know hope the hurricane kills your soca sunday trash ,1
3185, lol you tell that bitch,0
3186, boy i had no idea that was coming its called a smaphone youre horrible at trash talk,0
3187,  lmfaoooo if that bitch didnt change his  so much i could find more,0
3188, marshall law whatever you coon,0
3189, bitch stop hatin cause they aint make em in toddler size you should be happy they make em in gs now,0
3190, ew queer white thirsty bitch,1
3191, fugly queer white trash,1
3192, omg gtfo white faggot,1
3193, ugly white bitch,0
3194, dont be a bitch man up lol ,0
3195,  that is great dumb crybaby pussy,0
3196, damn he was my bitch for eddie johnson teams last year,0
3197, lol always with the complaining and crying just like when jeezy broke up with you cause your a moaning old bitch,0
3198, ratchet looking nigger,1
3199, you understand you look like a real life dyke right like you look like a wnba dyke bro a spos bra  bball shos wearing dyke,1
3200, lmsoooo dawg i aint got no bitches mane i low key got a chick but i cant say it on twitter you know how these wolves is,0
3201, nigga look my size plus it get hit in the ass an look like its been fighting all its life ill sneak dat bitch an run,0
3202, shoot that nigger bitch in the knees,0
3203, yes now get off twitter you lame negros should have never learned how to use the internet,1
3204, i seen sum of it but im tryin see lox n mook,0
3205, hahahaha youza fuck wigger,1
3206, trash,0
3207,      aids fuck smdh u punk bitch,0
3208, ahh i see im still a rook about the knowledge of the hoe but im progressing,0
3209, you a little bitch ,0
3210, leave you beaner retard,1
3211, i aint light skin nigga im even colored lmao,0
3212, nigga i talk shit period this aint nun new white bitch we go threw this every damn day ,0
3213, u a bitch in niggas clothing shut yo ass up ,0
3214, peckerwood,0
3215, hes a greaser,0
3216, for the record  but dont care who is unless i gotta see it same with every sexuality even birds dogs what not,0
3217,  i likes me dem mexican hoes day suck me off for dollas,0
3218, i was bout to smack a bitch,0
3219, bro this bitch really stood there and was like you gonna give me my penny,0
3220, exception for gilda radner that bitch was funny,0
3221,   youre still a bitch,0
3222, them stop being a bitch and do it,0
3223, remember can be a bitch stop to drink if you get stalled  advice,0
3224, ur one to talk bitch,0
3225,  yeah its fuck that jigsawfaced bitch everyday b,0
3226, thanks dumb bitch,0
3227, you were there bitch lol,0
3228, youre being a bitch lol but naa serio wassuo,0
3229,  just said uswas full of nicegivingsma ppli thought we were meanunexceptionalbitter clingers,0
3230, thats true in some ways gaming is very broad now a days tho everyone is a gamer with candy crush and angry birds,0
3231,  oh wait can i get that photo of me playin with creeds side project by itself my bad yeah fob is embarrassing,0
3232, i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans,0
3233, lol its gonna be so fun got two niglets on the way,0
3234, niccas dnt kno bout da a of finessin,0
3235,  and a prime leija would trash most of these dudes today,0
3236,      whatever gabby you hoe,0
3237,  gabby why are you so ghetto,0
3238, i am always there bitch,0
3239, nigra in da back,0
3240, those nudes were trash ,0
3241, heyyyyyyyyyyy fag boy am i gonna watch you play,1
3242, says the old man  i hope you can survive another years you silly jigga boo monkey,1
3243, lol that pussy got rich niggas losing their minds too got drizzy  breezy beefd out that puss is the devils playground,0
3244, you out yo mind rose colder than kim  way more down to eah kanye bitch give him more problems than wizs does,0
3245, i is colored latino and some jewish when i move in i dont ruin the neighborhood i wipe it out,0
3246, i hear ya hoe,0
3247, i was sleep hoe where you at,0
3248, funky hoe you gone solo,0
3249, lol i will be there in the morning hoe,0
3250, naw hoe let me see if you got keisha,0
3251, you owe two hoe i dont wanna hear shit when i hyu,0
3252, ffffffffffffuck baratheon rebellions are a bitch,0
3253, bitch what happen to comin thru,0
3254, first off who you calling a hoe  dont make me go sharkeisha ok you boo boo,0
3255, oh you sneaky son of a bitch you,0
3256,   babe its the thought that countsbitch you a thot,0
3257, all i did was bitch about jessie still love you anyway,0
3258, den you enjoy da nite wit a colored man we do it again in weeks lets me no if i needs ta bring da magnums,0
3259, my shits like an eggplant baby black and big enough so dat all da women gets dem a piece,0
3260,   i wants to call bouts my vitaligro but i aint sho if you a doctor fo da colored folk,0
3261,  all dem colored boys be sayin i dare baby daddy i gots to protect my semen under da lock and key and i wrap ,0
3262,  does da n mean negro,0
3263, dese bitches n my shot nigga,0
3264, i wont ima come piss in yours bitch,0
3265, lol nahh bitch dont put yo life on me ole cant drink water after ass nigga ,0
3266, no it ainn bitch,0
3267, shut up bitch,0
3268, we dont love this hoes,0
3269, u want me to make u one of my ghetto nunchucks they come in singles and doubleended,0
3270, dont get that bacon stuffed crust tho its trash,0
3271, hoe dont tweet me,1
3272,       basic bitch comeback expected,0
3273, brooooo i miss you bitch,0
3274,  granted cracker isnt that bad because when you say that to a white person your saying their one of the slave,0
3275, hope you guys do get attacked for suppoing sopa bunch of diy snake faggots,1
3276,   xavier you bitch,0
3277, you egg spam bitch,0
3278, go pray in a church or something fag no one cares about your religious bullshit,1
3279, i want to eat your pussy ,0
3280,   that band is white trash and only white trash would buy that album,1
3281, neither does your fucking cat pussy,0
3282, lmao real shit though them bitches be dumb as fuck smh,0
3283, hoe told me she was gonna chop my dick off  she was from baltimore,0
3284, i watched the season bc i wanted to see the diff sides of elijah not to see a thristy hoe who uses walgreens hair dye,0
3285, she was always a pathetic mutt desperately seeking attention  a purpose no matter what jp writes that will never change,0
3286,  man get yo bitch ass out my mf mentions man with all tht bs u trippin,0
3287, bitch fck all lay wat you wanna do,0
3288, fight or nah dumb bitch ,0
3289, ight bitch ima see u,0
3290, come so you can record him saying hes my bitch,0
3291, fuck your chicken sandwich ho,0
3292, julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining,1
3293, jayz and bey they will never bejus trash,0
3294, screw the little porch monkey,0
3295, the coon n coon wanna b got what they should have except should have been more time in jail,0
3296, they are all idiots except kou the rest are just slutty ass bitches,0
3297, y dont both of those fat bitches die,0
3298, u should just pull out  let  fend for themselves it has been a week wasting manpower most r just attention hos,0
3299, i got that hoe bootlegged haha if you wanna borrow it,0
3300, biiiiitch that hoe looks perfect haha but iight,0
3301, some women get in a relationship quick so they wont feel like a hoe for having sex,0
3302, get it bc you called yourself a tool i called you a hoe bc hoes are tools hahahaha im so funny,0
3303, new showthursdays with jinxy broadcast from the moon its made of chunky blue cheese you know,0
3304, soo what you putting on those crackers gregg,0
3305, asian pussy,0
3306,  im on that straight cali kush bitch dont kill my vibe,0
3307,  bitch i got plans to fuck tonight i said friday nigga,0
3308,  bitch i make the plans not you pussy fa im in charge follow me or deny me im doin friday and were fighting,0
3309,  fuck you bruh you didnt show up fucking pussy,0
3310,  haha ight nig calm yoself,1
3311,  haha you playin nigga i fuck bitches make money and smoke that straight og kush,0
3312,  ight this friday nig,0
3313,  this friday at the c burg mall you gettin whipped like the bitches i fuck,0
3314, dude fuck you faggot its friday or no go bitch i set the standards you make or break them bitch,0
3315, fucking block your white ass because you try to sta shit like a fucking queer so fuck you nigga,1
3316, ight nigga haha fucking queer has to clear his schedule,1
3317, ight nigga tonight at  c burg mall bitch,0
3318, roid rage much faggot,1
3319, why you crying then baby back bitch,0
3320, straight up your hoes can wait ,0
3321,    goh d anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id,0
3322, no that nigga goin to work quit tryin to kill a niggas vibe you broke bitch,0
3323, yeah so quit being a bitch and edit,0
3324, get into devil first bitch roasted,0
3325, legit retard,1
3326, i never really rocked with the white sole i feel ya bro but these my favorite foam of all time ,0
3327, ive had to do it in multiple classes aint really that rare also dont call your teacher a bitch on twitter,0
3328, thanks nig,0
3329, she was a diy bitch always beggin for microwaves and catchup and shit so mufuckas always be like bye falicia,0
3330,  bc  is trash why would he lie about that i told you hes real,0
3331,  you actually think hell do that lil bitch cant punch a potato,0
3332,  both of yall pussy boa,0
3333,  i wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends,0
3334,  terrance you wanna be one of my hoes ,0
3335, can i bitch about not having smoke,0
3336, fuck your redskins bitch,0
3337, shit tell that pussy to come out of retirement and show up kareem jackson then he can get respect,0
3338, not as sick as you muzzie trash     kqrmhszmpj,0
3339, lick my pussy and ma crack,0
3340, ill finger ur tight pussy so slowly youll be moaning my name bby,0
3341,  bitch u perfect,0
3342, interesting ,0
3343, bruh really rocking a toaster on his face lmaoooo he prolly got bitches too man,0
3344, you knw where i am pussy i hate when u ask me tht,0
3345, trash,0
3346,   vraag t svenhij denkt hoe lichter van kleur hoe beter het morele kompas werkt ik ben kleurenblind ,0
3347,  i was laughing at a joke about  big different bitch,0
3348,  they want what i got i want what they got americathey got the word nigger i want it to,1
3349, sal tryin pull a k ferderlinelazy ass son of a bitch,0
3350,   altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje veonen z dierngedrag,0
3351, she walks away what a pussy,0
3352, ill ask you same question do you suppo border jumpers do you suppo illegals,0
3353,   is that all u can say twat,0
3354, and plus its trash talk you should know that especially with ole miss,0
3355, i go for the most direct flight then by price over and done with layovers flying is a bitch enough,0
3356, im jus tryna vaca away from the niggers bro,1
3357, and last time ill ever call you that faggot,0
3358, smh u so retarded lol,0
3359,  lol that caitlyn cant carry retards,0
3360,  so can we just let this faggot in already before he cries himself to sleep,0
3361,  whatta you fags doin,0
3362, ass oreos and his name is thad castle,0
3363, sion is a faggot very meh ganks pre and post his ganks are still pretty meh hes just a tank nothing special imo mao ,1
3364, hmu when youre good to go bitch,0
3365, omg i dont even know where kimlau sq isi would been likelook a bird then ran for the hills lol,0
3366, bitch why did you not fav or retweet this,0
3367, lemme guess you wore the hilly hicks sweatsleggings ,0
3368, wtf hoe answer my question,0
3369,   your low info redneck dumbasses vote for these corporate shills that idiots like you believe ,1
3370, move out of our country teabaggers,1
3371, hes am has no clue ,0
3372, old with a old wolf pussy that is,0
3373, omfg or the other pics of the tranny lmao,0
3374, lol fuck these lil bitches aint shit to peep  wassup w you tho,0
3375, youre a bitch,0
3376, i hate those creepy ass dolls that call you dada im like bitch i aint yo daddy,0
3377, lemme find out you twitter beefin with hoes,0
3378, bitch need crutches,0
3379, pussy poppin on a headstand while ur eating watermelon,0
3380, na a young bitch got school ,0
3381,  amos  can two walk together unless they are agreed ,0
3382, those god damn chinks ,1
3383, word school flow on a dumb hoe,0
3384, same here fucking hated that bitch,0
3385, told you them bitches was mad even g,0
3386, im tryna have this bitch in out soon,0
3387, lmao hell yea i love thick bitches  thick bitches love fat niggas,0
3388, bitch you know you wont this ,0
3389, well he canonically plays the troll equivalent of pokemon throws the new fairy type at him,0
3390,  amen on this tweet mm rockets from victor charlie leave a lasting impression,0
3391, i found her right here good job unfollowing me btw faggot ,0
3392, i couldve swore everyday was jus sayin i had all the hoes like days ago no im gaywhats next i gotta baby on the way,0
3393, naw nigga i got yo bitch tip toeing on my wooden floor ,0
3394,  and retarded,0
3395, dammit now im the only one with a fucked up tranny,0
3396, no send the fucking challenge quit being a pussy,0
3397, meet me later for a reach around charlie crist,0
3398,      ,1
3399, cracker,0
3400, ok wat ever u say whitey u prolly never even seen shaft,1
3401, shut up lizard faggot nigger cunt,1
3402, thats very logical because bitches love using my face as a toilet,0
3403, what about yellow spots,0
3404, ya i know all the slang im racist i porch monkies,1
3405, your pet zebra stripey,0
3406, bitch shut up and hand me some of those flowers you selling the light is about to change,0
3407, if the faggots can have a page y cant theyfaggots offend me more than them,1
3408, im american dont give shits about the beaners ship them beaners back,1
3409, looks like any other little porch monkey to me,0
3410, the little cunt can just die for all i care,0
3411, y dont that bitch just shoot herself so sick of all those whores,1
3412, hu hoes be like,0
3413,    bitch no more on my account,0
3414,  i have an open mind and that bitch beyonc is crazy,0
3415,   i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe,0
3416,   brush lets just ignore the silly hoe shes pregnant hella hormones tryna fuck with other people,0
3417, that was so gay and i was tanning bitch juvie made me white,1
3418,  bitch looks like spongebob,0
3419,  shelby your pussy is beat up,0
3420, all of these bitches lying,0
3421, bout to be in ike a couple hours,0
3422, drunk bitch used to eat my ass its relaxing,0
3423, finger my pussy slowly with circular motion,0
3424, finger my throbbing pussy,0
3425, finger my wet throbbing pussy slowly as i cum on ur fingers,0
3426, fuck my throbbing pussy slowly,0
3427, fuck my wet pussy with ur huge cock,0
3428, happy cuz i woke up white and not a nigger,1
3429, hells yeah fuckin sick ass bitch,0
3430, my pussy is aching for ur follow bae,0
3431, nigger,1
3432, only a ratchet bitch would,0
3433, so does my juicy pussy,0
3434, i wonder if i have my very own nsa spook following me by now,0
3435,  nice ears bitch you look like a god damn elephant,0
3436, im not delivering to that bitch boy anymore,0
3437, pussy i aint had a coochie since i was ,0
3438,    and you look like hmmm a nigger,0
3439,  bitches on my dick but look at me im fucking beautiful,0
3440, i dont fight or want to fight bitches who dont know who the fuck i am fuck i look like doing that nigga please,0
3441, nah id never ask a guy to ride down on a chick whats the use of getting him in trouble for a trashass bitch,0
3442,  letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god ,0
3443, i wonders why dare aint no colored folk up dare,0
3444, well ho di doe thank you,0
3445,  bitch bought her son some talking bout i had to get em before they sold out,0
3446, lol nigga just walk in that hoe looking for girls dont even wanna buy nothing,0
3447, that hoe out now,0
3448, can you speak one coherent sentence without sounding like a nig seriously,1
3449, it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,1
3450, you fucking pussy,0
3451, i aint to show bout dem colored diamonds you talk about on da radio any diamond you gets from a colored be stolen,0
3452,  every time i beat you im being a faggot maybe im just being better than you lmao,0
3453,  so many bitches you gon need to change ya name from jebidiah to bitches,0
3454, nah but i was woh that character bitch,0
3455, bruhhh im joking dont pop trunk on me im just a bitch ass niiiieeegggaaa,0
3456, bitch ass,0
3457,     because youre the ratchetest of them all bitch,0
3458,     you do realize ya pussy stank right,0
3459, hey u just followed me not long ago gonna nip that in da bud like ur bio tho u know the white devils stole our our,0
3460, happy bihday pussy have a good one,0
3461,  ahhh stupid bitch,0
3462, i love seing new ones cause i save them and then youse them bitches lmfao,0
3463, i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out,0
3464, ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat,1
3465, awe boy you smell like monkey sex,0
3466, he had the hoes too,0
3467, you look like flappy bird,0
3468, he must think you bump pussy i no mind ill eat your  and make you  like the ,0
3469, they call me yellow bone,0
3470, thats not even a real word must have hit a blunt and staed making up shit with your nigger ass lol,1
3471, bitch we shot a music video,0
3472, them bitches be smackin,0
3473, more like look at all those bitches,0
3474,  fuck her right in the pussy,0
3475,  some of them bitches give you more than a virus,0
3476, id pop dat lemon for some real pussy,0
3477, id break that little bitches finger,0
3478, done that spell check we know you meant fat liberal dyke feminist nazi bitches,1
3479, right in the pussy,0
3480,  kike your a soft nigga ,0
3481, whats it say i see bird in it lmao,0
3482, is my big long lost brother i swear i dont know what id do without this wetback,0
3483, you a bitch nigga,0
3484, eyy that pushin one for me bro cause you know that bitch better blow hah,0
3485, when bitches get inches they be like,0
3486, so what ur sayin is all i mess wit is hoes ,0
3487, gun game pussy,0
3488,  fag,0
3489, guess whos eating cracker b without you,0
3490, apple tv got the nfl channel on that bitch im pretty sure theyre all on there ive watched a couple ,0
3491, although i will concede that bitch bought into the funnel bitches to dwight  tho,0
3492, bitch i got a ring now ho i aint fatherless no more ill fight you,0
3493, bitch you opulent as fuck refrain from conversing upon matters of the middle class,0
3494, listen cuntrag whore bitch shit be expensive as fuck man we had to do pr first that one year this year was the wedding so,0
3495, lyin ass bitch   ,0
3496, you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a ,1
3497, bread in general aint too good for yabut honky bread the worst,0
3498, i love louis ck quit bein a faggot and suck that dick,0
3499, i was gonna hold my tongue until i could get into another team but i couldnt do it anymore theyre fuckin retarded,0
3500, shins a faggot im glad your chipped him,0
3501, randies are fags,1
3502,   so you gon call me a nigger because of that fuck wrong with you,0
3503, just fuckin roasted this faggot,1
3504, son we the sammich family out this bitch she know joey love sammiches,0
3505, shit aint gon be funny when you need me to get you outta a horrific car crash bitch,0
3506, youre filled with pimps and hoes well just talk about those i knows ,0
3507, hell no cause brad still walked away like  yeah i fucked that niggas bitch  ,0
3508,   we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem,1
3509, they still fucking trash i cant eat those to save my life,0
3510, quickscoping trash take of the tony hawk setup and play normally thats not what snipers are for,0
3511, that should read suck on my bacon encrusted middle finger muslim twats,1
3512, touch muzzie fuckers hope it was set to go full of bacon and pork rinds,0
3513,  still shouldve walked over and said something pussy,0
3514, i got u bitch,0
3515, i argue that cersei is neither evil nor a bitch shes greedy desperate to protect her children and to be valued in a world,0
3516, half jar of marmalade shaved monkey saran wrap mini horse give your best scene ,0
3517,  give me credit lil bitch,0
3518,  all trash to me,0
3519, august is trash,0
3520, my fuckin back still hus but it was woh it and im still mad about the hoe incident haha eandlksbpm,0
3521, u think that dream has anything to do with those two dumb bitches in san diego lol,0
3522,  ant is a pussy man dont make me pull up the pic,0
3523, im a boss ass bitch,0
3524, lol youve tweeted bitch an excessive amount today you ok,0
3525, yourself faggot buy a dictionary,1
3526, looks like you took a red marker and colored on your leg,0
3527, thanks bruh dont ever forget we still on the look out for these faggots  ,0
3528, sounds like there are some major bitches in your area,0
3529, is you sure you aint colored,0
3530, aids aint all dat bad you can become da hoe and do da crack and aint gonna make no difference anyhow,0
3531, you tryin to say ofay,0
3532,  you can always gets da colored folk back in da cage wit da kfc,1
3533, dink now uknow thats not true,0
3534,     lmao this nigguh,0
3535, ill try tomorrow   gonna try and eliminate the word bitch out of my vocabulary i need to sta bettering myself,0
3536,   shes a right twat id tell you honestly sky honestly ,0
3537, make me white trash cousin fucker,0
3538, nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,1
3539, you a fucking wigger so stfu,0
3540, yeaa black bitches actin like they too good for an average nigga like they just got credit and pussy,0
3541, um no that only a fuck you bitch and done xavier will hopefully respect girls bc i am doing it alone and i dont want that,0
3542, i never said you was a hoe guilty consents ass girl,0
3543, fag,0
3544, you better feel the love i dont even show these hoes love lol,0
3545,  lmao denote got a bitch here right now but he love her,0
3546, i want it to be somewhat of a collage  money jewels caiers etc  jus little shit to let niccas know we still here,0
3547, a nicca anxious to hear that shit my g,0
3548, my nicca,0
3549,   you guys wanna skull fuck some clay birds this weeknd,0
3550,   butcountry music listeners really are hicks and alcoholics ,1
3551, big booty hoes,0
3552, oh you mean noah zimmermans cute ass  i mean he should he talks to his hoes all day everyday   his girl couney  sooo,0
3553, looks prime for some trash pick up,0
3554,   and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,1
3555,  got all the bitches,0
3556, u can just ask him to suck his dick not that hard white trash,0
3557, niger,1
3558, shit pic master hoe protecting ass bow tie nigga,0
3559,   im paial faggothomoboth fairly describes the same sick twisted assholes out there,1
3560,   naaaaa just popped across my tl so i commented but nice try faggot,0
3561, teabaggers are anti american hows it feel to hate your country,0
3562, i dont think they believe in their communities ability to function wout whitey they choose to be hustled by big govt,0
3563,  what do you want fag,1
3564,  your a fag,1
3565, do it then pussy,0
3566, ill fuck you til you love me faggot,0
3567, shut up you stupid bitch,1
3568,  at least after nearly two decades of complete trash they put out atysyc to redeem themselves,0
3569,  these niggas must be deaf whens the last time you heard a roots song on the radio quest dont get bitches,0
3570, i took it harder when rivera retired im not a yankee fan but i have a lot of love and respect for em especially the core ,0
3571, my pops is from new york my family is yankee obsessed my sister literally cried when she heard he was gonna,0
3572, yeah wizards agent zero bitches,0
3573, or your in the ghetto,0
3574,  because its hilarious how it makes teabaggers freak out ill do it again too,0
3575,  whole hoe outchea,0
3576, i was hangin on them corners late pockets wasnt straight bitch i aint gon make it at this rate dawg know what im sayin,0
3577,   i would have loved to watch newman bitch slap johnson id pay to see that,0
3578,  everybody knows that bitches love mullets ,0
3579,  we need to grow mullets together so we can get all the bitches and  can hate on us,0
3580, also is search of diy white trash hookers for the weekends,0
3581, awww shit lol i want my money too bitch who else i give one to,0
3582, oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk,0
3583,     bitch better back up katys mine,0
3584, no cpt commando is a hoe and a cocksucker,0
3585, when a bitch look his way vkdkoeklxz,0
3586, and you know best about the bird moves,0
3587,  why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers,0
3588, happy another group of days you weird ass son of a bitch thats why we all love you though hoping there are riots in htown,0
3589, kiss these nuts bitch,0
3590,  tyler isnt shit faggot go listen to some real music,0
3591, fag,1
3592, faggot,0
3593, you dont know shit about me faggot bitch,1
3594,  absolutely retarded aicle ,0
3595,  am i really a fag if im liking that video,0
3596, fag,1
3597, faggot,1
3598, not funny u faggot,1
3599, ugly goldigging cunt u probably have an uncircumcised penis faggot,0
3600, ur brother looks so queer and ugly,1
3601,   no pressure hoe,0
3602, hoes saying eyebrows on fleek  search it on twitter,0
3603,  james nobody gives a flying fuck about your revelations,0
3604, ltltbest name on twitter ever aka jewbaccaltltsecond best name on twitter,0
3605, damn your bitch really hoen for the f,0
3606, thats energy the city is electric gotta go to yankees stadium when they are winning it is truly electrifying,0
3607, nigger you are bigger than i am do you even  ,0
3608, momma didnt raise no sukka bitch,0
3609, use monkey maker you prick,0
3610, i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb ass aint even using it,0
3611, i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something  dans so funny,1
3612,   yep texas is redneck heaven,0
3613,  haha yuhh that hoe was funny,0
3614, stank ass hoes haha,0
3615, bitch,0
3616,  fuck you bitch lol,0
3617,  shut up bitch,0
3618,  suck a dick hoe,0
3619,   youre gay bitch,0
3620,  no bitch lol,0
3621,  lmao youre on my timeline it aint spying hoe lol,0
3622,  bitch you beat after losing twice lol and we won  you just a hater,0
3623, bitch answer me lol,0
3624, bitch you cant even say no lol,0
3625, lmao youre a bitch boy,0
3626, lol thanks bitch hahah vegas aint ready for us lol,0
3627, shut up bitch,0
3628, that dont mean youre not balling lol shut up hoe lol,0
3629, that means youre balling if youre jewish lol i dont love hoes lol,0
3630, youre a bitch lol,0
3631,  no song ive heard was good is what i mean by hes trash,0
3632, please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks,0
3633, theyre both big bitches tho lol,0
3634,  good leave you stupid faggot,1
3635, huh lol mad nigger is mad,1
3636, you aint got no hoes lil jess youre a lil guy,0
3637,  who did you rob them hoes like online,0
3638,     bitch ass nigggaaa,0
3639, i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended,0
3640, the fact this bird ass nigga took my phone and did a light skin pose in school  smh lol ,0
3641, time to call hoes,0
3642, feels like its been a year since i seen ya queer lolol,0
3643, nooo ambers supposed to kill me fag,0
3644, did you say spray tan charlie crist switches back to republican,0
3645, dont let idiots that cant even spell retarded get you down,0
3646,  awwe i love you too jenny your so damn perf  not ugly seriously dis bitch must be blind,0
3647, its also a bird a city and a math theorem i make no assumptions,0
3648, i can trap anywhere i wanna just because i aint a bitch n in rarely solo,0
3649, go on craigslist bitches be on there ,0
3650, my luck the bitch gonna drug me an i wont even kno what happened lmao,0
3651, she can suck dick tho thats better than brownies,0
3652, ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,0
3653, youre a bitch,0
3654, i cant be homeless in  but them bitches better not slip in ,0
3655, bitch i might be,0
3656,  bitch you just an inch taller than me   we normal height jessyca and daysi are just some sho bitches ,0
3657,   lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard,1
3658,  day is like coloreds dat wrap day hoes like mummies,0
3659,  lt i hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds,0
3660, happy bihday faggot,1
3661,   are you a race traitor or just a dumbass,0
3662, hey jim youll love this httpwwwwwtddcomgaboureysidibeisacompletebitch,0
3663,   just like fat chicks need love too i guess some jeffrey dommer type would be all over that sloppy ho,0
3664, and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days,1
3665, tranny,0
3666,  no homo bro love ya to lets get some an some malibu rum tech this bitch haha,0
3667,   an just dont be a hoe about it haha,0
3668, bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye ,0
3669,  youre such a bitch carlton youre lucky your fathers a judge,0
3670, you need to inse a chill pill up your ass twice a day until your bitch assness goes away if the problem persists see a doctor,0
3671, is such a retard  biden calls himself  boy in meeting with black pastors ,0
3672, i guess blaspheme to your allah is ok if your pos muzzie huh   ,1
3673, sit down and stfu raghead  ,1
3674, shut up faggot,0
3675,  but that bitch could care less about benghazi victims,0
3676, dog government jobs is the shit i done got my last few off that bitch,0
3677, sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,1
3678, youre such a pussy,0
3679, is big cat a fat pussy joke,0
3680, go eat bear shit you fuckin yokel,0
3681,  dont talk to your hoe that way,0
3682, lol wyo bitch,0
3683,  trash aint it,0
3684, like their players really been talking trash about bama,0
3685,   you sound like youre pussy whooped ,0
3686,  youre a sensitive pussy whooped no sense of humor neo zoom maxi dweeb now sit your ass all the way down,0
3687, no good options left indeed this president makes jimmy caer look like a piker so sad,0
3688, true but then again im my opinion a hoe is someone who goes and sleeps with everybody,0
3689, hes definitely trash but if bill cohwer or stanford s head coach want the job id hire them with a new gm of course,0
3690,  pussy,0
3691, he talkin bout we wanna be human and im just like  bitch whet,0
3692, im a lil nigga wait till you see nigga you aint ready im from chicago boy i aint no pussy from the burbs just wait,0
3693, fuck no faggot,0
3694, thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues,0
3695, i didnt really have one was aware of yankees but always loved dodgers uniform,0
3696,  yep sobs i got my hopes up when a couple of the national guys had him slipping,0
3697, you wouldnt last a day there hoe,0
3698,  she playin pussy hole bingo she drawing the next number,0
3699, damn took this dumb spic nearly days to respond wuz really good tho beaner,1
